Dấu thời gian,Bạn là ai,Họ Tên,Tuổi,Địa Điểm Sinh Sống,Kỹ năng bạn có,Thời gian rảnh để tham gia tình nguyện,Lĩnh vực mà bạn quan tâm,Tên hoạt động tình nguyện  ,Mô tả công việc,Kỹ năng yêu cầu,Địa điểm,Thời gian thực hiện,Lĩnh vực hoạt động,"Sự kiện mà bạn từng tham gia? (Chưa tham gia vui lòng nhập ""Chưa tham gia"")"
03/11/2025 12:57:51,Tình Nguyện Viên,,28,Lào Cai,quản trị hệ thống,online,"công nghệ, khoa học",,,,,,,
03/11/2025 12:58:08,Tình Nguyện Viên,,26,TP. Hồ Chí Minh,"quản trị hệ thống, lập trình",online,đổi mới,,,,,,,
03/11/2025 12:58:22,Tình Nguyện Viên,,28,Bình Dương,"bảo tồn, kỹ thuật nông nghiệp, trồng cây",cuối tuần,môi trường,,,,,,,
03/11/2025 12:58:38,Tình Nguyện Viên,,27,Bắc Giang,"tổ chức sự kiện, marketing",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:58:55,Tình Nguyện Viên,,27,Đắk Lắk,"phân tích tài chính, bán hàng",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 12:59:45,Tình Nguyện Viên,,26,Quảng Ninh,"làm vườn, bảo tồn",cuối tuần,môi trường,,,,,,,
03/11/2025 13:00:04,Tình Nguyện Viên,,19,Huế,"chụp ảnh, viết nội dung",cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 13:00:28,Tình Nguyện Viên,,20,Quảng Ninh,"hướng dẫn, tổ chức tour, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 13:00:45,Tình Nguyện Viên,,29,Nghệ An,"quay phim, thiết kế",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 13:01:05,Tình Nguyện Viên,,29,Bình Định,"làm vườn, kỹ thuật nông nghiệp",cuối tuần,môi trường,,,,,,,
03/11/2025 13:01:20,Tình Nguyện Viên,,28,Cần Thơ,"phân tích tài chính, bán hàng, kế toán",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 13:01:47,Tình Nguyện Viên,,24,Bắc Giang,kỹ thuật nông nghiệp,cuối tuần,"môi trường, thiện nguyện",,,,,,,
03/11/2025 13:02:02,Tình Nguyện Viên,,29,Quảng Ninh,"MC, viết nội dung",cuối tuần,cộng đồng,,,,,,,
03/11/2025 13:02:18,Tình Nguyện Viên,,27,Thanh Hóa,"thiết kế, quay phim, chụp ảnh",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 13:02:32,Tình Nguyện Viên,,24,Đắk Lắk,"tổ chức tour, ngoại ngữ, hướng dẫn",cuối tuần,du lịch,,,,,,,
03/11/2025 13:02:54,Tình Nguyện Viên,,20,Đồng Nai,"trồng cây, làm vườn, kỹ thuật nông nghiệp",cuối tuần,môi trường,,,,,,,
03/11/2025 13:03:11,Tình Nguyện Viên,,27,Bình Định,"kế toán, bán hàng, phân tích tài chính",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 13:03:39,Tình Nguyện Viên,,20,Quảng Ninh,"tổ chức tour, hướng dẫn",linh hoạt,du lịch,,,,,,,
03/11/2025 13:04:08,Tình Nguyện Viên,,26,Quảng Ninh,"hỗ trợ bệnh nhân, sơ cứu",ban ngày,"cộng đồng, sức khỏe",,,,,,,
03/11/2025 13:04:57,Tình Nguyện Viên,,20,Thanh Hóa,"kỹ thuật nông nghiệp, bảo tồn, trồng cây",cuối tuần,"môi trường, thiện nguyện",,,,,,,
03/11/2025 13:05:22,Tình Nguyện Viên,,25,Bình Định,"lập trình, quản trị hệ thống",online,đổi mới,,,,,,,
03/11/2025 13:05:36,Tình Nguyện Viên,,25,TP. Hồ Chí Minh,tổ chức sự kiện,cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 13:05:53,Tình Nguyện Viên,,26,TP. Hồ Chí Minh,"hướng dẫn, giao tiếp, tổ chức tour",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 13:06:08,Tình Nguyện Viên,,29,Sóc Trăng,"ngoại ngữ, giao tiếp",cuối tuần,"du lịch, văn hóa",,,,,,,
03/11/2025 13:06:25,Tình Nguyện Viên,,25,Cần Thơ,"thiết kế, viết nội dung",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 13:07:09,Tình Nguyện Viên,,29,Bắc Giang,"thiết kế UI, phân tích dữ liệu",online,"đổi mới, khoa học",,,,,,,
03/11/2025 13:07:30,Tình Nguyện Viên,,22,Bình Dương,"kỹ thuật nông nghiệp, bảo tồn, làm vườn",cuối tuần,môi trường,,,,,,,
03/11/2025 13:07:46,Tình Nguyện Viên,,20,Quảng Ninh,"quản lý dự án, phân tích tài chính, bán hàng",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 13:08:34,Tình Nguyện Viên,,22,Đắk Lắk,quản trị hệ thống,buổi tối,"khoa học, công nghệ",,,,,,,
03/11/2025 13:08:50,Tình Nguyện Viên,,19,Kiên Giang,"giao tiếp, dạy học, tổ chức lớp học",cuối tuần,trẻ em,,,,,,,
03/11/2025 13:09:21,Tình Nguyện Viên,,24,An Giang,"phân tích tài chính, kế toán",ban ngày,kinh doanh,,,,,,,
03/11/2025 13:09:36,Tình Nguyện Viên,,22,Phú Yên,"hỗ trợ học sinh, giao tiếp",ban ngày,giáo dục,,,,,,,
03/11/2025 13:10:13,Tình Nguyện Viên,,22,Đồng Nai,"chụp ảnh, thiết kế, viết nội dung",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 13:10:30,Tình Nguyện Viên,,25,Quảng Ninh,"tổ chức lớp học, dạy học",ban ngày,"trẻ em, cộng đồng",,,,,,,
03/11/2025 13:10:48,Tình Nguyện Viên,,19,Bắc Giang,"kỹ thuật nông nghiệp, bảo tồn",cuối tuần,môi trường,,,,,,,
03/11/2025 13:11:17,Tình Nguyện Viên,,28,Đà Nẵng,MC,cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 13:12:05,Tình Nguyện Viên,,20,Bình Định,"phân tích tài chính, kế toán, bán hàng",ban ngày,kinh doanh,,,,,,,
03/11/2025 13:12:19,Tình Nguyện Viên,,22,Đồng Nai,"thiết kế, viết nội dung",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 13:12:37,Tình Nguyện Viên,,29,Bà Rịa - Vũng Tàu,"thiết kế, chụp ảnh",cuối tuần,nghệ thuật,,,,,,,
03/11/2025 13:12:54,Tình Nguyện Viên,,22,Đà Nẵng,viết nội dung,cuối tuần,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 13:13:09,Tình Nguyện Viên,,27,An Giang,"thiết kế, quay phim, viết nội dung",cuối tuần,truyền thông,,,,,,,
03/11/2025 13:13:30,Tình Nguyện Viên,,20,Đồng Nai,"giao tiếp, dạy học, tổ chức lớp học",ban ngày,trẻ em,,,,,,,
03/11/2025 13:13:45,Tình Nguyện Viên,,70,Phú Yên,"ngoại ngữ, giao tiếp, tổ chức tour",cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 13:14:02,Tình Nguyện Viên,,29,Long An,"tổ chức tour, ngoại ngữ",cuối tuần,"du lịch, văn hóa",,,,,,,
03/11/2025 13:14:20,Tình Nguyện Viên,,24,Kiên Giang,"sơ cứu, hỗ trợ bệnh nhân, y tế",ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 13:14:50,Tình Nguyện Viên,,27,Trà Vinh,"quay phim, viết nội dung",cuối tuần,nghệ thuật,,,,,,,
03/11/2025 13:15:11,Tình Nguyện Viên,,25,Trà Vinh,"ngoại ngữ, tổ chức tour",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 13:15:29,Tình Nguyện Viên,,26,Bình Dương,bảo tồn,cuối tuần,thiện nguyện,,,,,,,
03/11/2025 13:15:47,Tình Nguyện Viên,,18,TP. Hồ Chí Minh,"phân tích tài chính, quản lý dự án, kế toán",ban ngày,kinh doanh,,,,,,,
03/11/2025 13:16:03,Tình Nguyện Viên,,22,Cần Thơ,"quản lý dự án, phân tích tài chính",ban ngày,kinh doanh,,,,,,,
03/11/2025 13:16:20,Tình Nguyện Viên,,24,Thanh Hóa,"lập trình, quản trị hệ thống",buổi tối,"công nghệ, khoa học",,,,,,,
03/11/2025 13:16:36,Tình Nguyện Viên,,18,Bà Rịa - Vũng Tàu,"tổ chức tour, hướng dẫn, giao tiếp",cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 13:16:53,Tình Nguyện Viên,,24,Bắc Giang,giao tiếp,cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 13:17:10,Tình Nguyện Viên,,23,Long An,"thiết kế, chụp ảnh, viết nội dung",cuối tuần,nghệ thuật,,,,,,,
03/11/2025 13:17:24,Tình Nguyện Viên,,23,Quảng Nam,"MC, tổ chức sự kiện",cuối tuần,truyền thông,,,,,,,
03/11/2025 13:17:40,Tình Nguyện Viên,,29,Long An,tổ chức tour,cuối tuần,du lịch,,,,,,,
03/11/2025 13:17:56,Tình Nguyện Viên,,20,Đắk Lắk,"marketing, viết nội dung, tổ chức sự kiện",cuối tuần,truyền thông,,,,,,,
03/11/2025 13:18:18,Tình Nguyện Viên,,29,TP. Hồ Chí Minh,tổ chức lớp học,ban ngày,giáo dục,,,,,,,
03/11/2025 13:18:35,Tình Nguyện Viên,,27,Trà Vinh,"quay phim, viết nội dung",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 13:18:50,Tình Nguyện Viên,,26,TP. Hồ Chí Minh,giao tiếp,cuối tuần,giáo dục,,,,,,,
03/11/2025 13:19:41,Tình Nguyện Viên,,20,TP. Hồ Chí Minh,tổ chức tour,cuối tuần,"du lịch, văn hóa",,,,,,,
03/11/2025 13:20:31,Tình Nguyện Viên,,24,Kiên Giang,"tổ chức tour, hướng dẫn, ngoại ngữ",cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 13:20:48,Tình Nguyện Viên,,25,Hải Phòng,"hỗ trợ bệnh nhân, sơ cứu",ban ngày,sức khỏe,,,,,,,
03/11/2025 13:21:04,Tình Nguyện Viên,,21,Lào Cai,"thiết kế UI, quản trị hệ thống",online,đổi mới,,,,,,,
03/11/2025 13:21:21,Tình Nguyện Viên,,20,Khánh Hòa,"kế toán, quản lý dự án",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 13:21:37,Tình Nguyện Viên,,22,Bắc Giang,"dạy học, giao tiếp",cuối tuần,giáo dục,,,,,,,
03/11/2025 13:21:52,Tình Nguyện Viên,,25,Thanh Hóa,"thiết kế, quay phim",linh hoạt,nghệ thuật,,,,,,,
03/11/2025 13:22:07,Tình Nguyện Viên,,24,Sóc Trăng,viết nội dung,cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 13:22:21,Tình Nguyện Viên,,29,Bình Dương,"viết nội dung, marketing, MC",cuối tuần,truyền thông,,,,,,,
03/11/2025 13:23:12,Tình Nguyện Viên,,26,Quảng Ngãi,"bán hàng, phân tích tài chính, quản lý dự án",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 13:23:29,Tình Nguyện Viên,,40,Khánh Hòa,marketing,cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 13:23:43,Tình Nguyện Viên,,22,Phú Yên,giao tiếp,cuối tuần,cộng đồng,,,,,,,
03/11/2025 13:23:57,Tình Nguyện Viên,,28,Nghệ An,"phân tích dữ liệu, thiết kế UI",online,khoa học,,,,,,,
03/11/2025 13:24:12,Tình Nguyện Viên,,27,Gia Lai,"dạy học, giao tiếp, tổ chức lớp học",ban ngày,cộng đồng,,,,,,,
03/11/2025 13:24:27,Tình Nguyện Viên,,28,Kiên Giang,"bảo tồn, trồng cây",cuối tuần,môi trường,,,,,,,
03/11/2025 13:24:44,Tình Nguyện Viên,,22,Quảng Ninh,"sơ cứu, y tế",ban ngày,"cộng đồng, sức khỏe",,,,,,,
03/11/2025 13:24:59,Tình Nguyện Viên,,21,Quảng Ngãi,hỗ trợ học sinh,cuối tuần,giáo dục,,,,,,,
03/11/2025 13:25:20,Tình Nguyện Viên,,27,Bình Định,"tổ chức lớp học, giao tiếp, hỗ trợ học sinh",cuối tuần,"trẻ em, giáo dục",,,,,,,
03/11/2025 13:25:35,Tình Nguyện Viên,,26,Long An,dạy học,ban ngày,trẻ em,,,,,,,
03/11/2025 13:25:50,Tình Nguyện Viên,,30,Huế,"làm vườn, kỹ thuật nông nghiệp, trồng cây",cuối tuần,"môi trường, thiện nguyện",,,,,,,
03/11/2025 13:26:38,Tình Nguyện Viên,,29,Huế,"quản trị hệ thống, phân tích dữ liệu, thiết kế UI",buổi tối,"khoa học, đổi mới",,,,,,,
03/11/2025 13:27:04,Tình Nguyện Viên,,22,TP. Hồ Chí Minh,"ngoại ngữ, hướng dẫn",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 13:27:21,Tình Nguyện Viên,,20,Bình Định,"tổ chức sự kiện, viết nội dung",cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 13:27:39,Tình Nguyện Viên,,23,TP. Hồ Chí Minh,"y tế, sơ cứu, chăm sóc",ban ngày,sức khỏe,,,,,,,
03/11/2025 13:27:56,Tình Nguyện Viên,,27,Lào Cai,dạy học,ban ngày,"giáo dục, cộng đồng",,,,,,,
03/11/2025 13:28:11,Tình Nguyện Viên,,26,Bình Dương,chụp ảnh,linh hoạt,truyền thông,,,,,,,
03/11/2025 13:28:28,Tình Nguyện Viên,,19,Bắc Giang,"thiết kế UI, quản trị hệ thống",buổi tối,khoa học,,,,,,,
03/11/2025 13:28:47,Tình Nguyện Viên,,21,Kiên Giang,"ngoại ngữ, tổ chức tour, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 13:29:02,Tình Nguyện Viên,,29,Gia Lai,y tế,ban ngày,sức khỏe,,,,,,,
03/11/2025 13:29:17,Tình Nguyện Viên,,22,Khánh Hòa,"quay phim, chụp ảnh",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 13:29:36,Tình Nguyện Viên,,25,Đồng Nai,"thiết kế UI, lập trình",buổi tối,đổi mới,,,,,,,
03/11/2025 13:29:53,Tình Nguyện Viên,,21,Khánh Hòa,"hướng dẫn, giao tiếp, tổ chức tour",linh hoạt,du lịch,,,,,,,
03/11/2025 13:30:10,Tình Nguyện Viên,,22,Quảng Ninh,tổ chức lớp học,ban ngày,trẻ em,,,,,,,
03/11/2025 13:30:24,Tình Nguyện Viên,,20,Quảng Nam,"tổ chức lớp học, giao tiếp, hỗ trợ học sinh",cuối tuần,"trẻ em, cộng đồng",,,,,,,
03/11/2025 13:30:41,Tình Nguyện Viên,,24,Bình Định,kế toán,ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 13:31:00,Tình Nguyện Viên,,22,Quảng Nam,"kỹ thuật nông nghiệp, trồng cây",cuối tuần,"thiện nguyện, môi trường",,,,,,,
03/11/2025 13:31:17,Tình Nguyện Viên,,28,Kiên Giang,thiết kế,cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 13:31:32,Tình Nguyện Viên,,25,Trà Vinh,"phân tích dữ liệu, lập trình",buổi tối,"đổi mới, công nghệ",,,,,,,
03/11/2025 13:31:48,Tình Nguyện Viên,,23,Bình Định,"tổ chức sự kiện, marketing",cuối tuần,cộng đồng,,,,,,,
03/11/2025 13:32:03,Tình Nguyện Viên,,26,Quảng Ninh,"sơ cứu, chăm sóc, hỗ trợ bệnh nhân",ban ngày,cộng đồng,,,,,,,
03/11/2025 13:32:19,Tình Nguyện Viên,,30,Kiên Giang,"hướng dẫn, giao tiếp, ngoại ngữ",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 13:33:45,Tình Nguyện Viên,,26,Đà Nẵng,"kế toán, phân tích tài chính",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 13:34:04,Tình Nguyện Viên,,26,Bắc Giang,marketing,cuối tuần,cộng đồng,,,,,,,
03/11/2025 13:34:41,Tình Nguyện Viên,,26,Hà Nội,"giao tiếp, dạy học",ban ngày,cộng đồng,,,,,,,
03/11/2025 13:35:00,Tình Nguyện Viên,,24,Cần Thơ,"tổ chức lớp học, dạy học, hỗ trợ học sinh",ban ngày,"trẻ em, giáo dục",,,,,,,
03/11/2025 13:35:17,Tình Nguyện Viên,,18,Sóc Trăng,"chụp ảnh, thiết kế, viết nội dung",cuối tuần,nghệ thuật,,,,,,,
03/11/2025 13:35:34,Tình Nguyện Viên,,25,Đà Nẵng,"tổ chức lớp học, giao tiếp",cuối tuần,"cộng đồng, giáo dục",,,,,,,
03/11/2025 13:35:49,Tình Nguyện Viên,,24,Sóc Trăng,"hỗ trợ học sinh, dạy học, tổ chức lớp học",cuối tuần,cộng đồng,,,,,,,
03/11/2025 13:36:03,Tình Nguyện Viên,,26,An Giang,bảo tồn,cuối tuần,"thiện nguyện, môi trường",,,,,,,
03/11/2025 13:36:18,Tình Nguyện Viên,,29,Nghệ An,"hỗ trợ học sinh, tổ chức lớp học",ban ngày,trẻ em,,,,,,,
03/11/2025 13:36:32,Tình Nguyện Viên,,19,Bình Định,"hỗ trợ học sinh, dạy học",cuối tuần,"giáo dục, cộng đồng",,,,,,,
03/11/2025 13:36:48,Tình Nguyện Viên,,30,Nghệ An,tổ chức sự kiện,cuối tuần,cộng đồng,,,,,,,
03/11/2025 13:37:02,Tình Nguyện Viên,,25,Kiên Giang,tổ chức lớp học,ban ngày,"trẻ em, giáo dục",,,,,,,
03/11/2025 13:37:16,Tình Nguyện Viên,,29,Đắk Lắk,"sơ cứu, hỗ trợ bệnh nhân",ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 13:37:31,Tình Nguyện Viên,,22,Kiên Giang,"viết nội dung, chụp ảnh, quay phim",cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 13:37:45,Tình Nguyện Viên,,20,Thanh Hóa,kế toán,ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 13:37:59,Tình Nguyện Viên,,22,Long An,quản lý dự án,ban ngày,lãnh đạo,,,,,,,
03/11/2025 13:38:14,Tình Nguyện Viên,,29,Kiên Giang,"thiết kế, chụp ảnh, quay phim",cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 13:38:28,Tình Nguyện Viên,,28,Đà Nẵng,hỗ trợ bệnh nhân,ban ngày,sức khỏe,,,,,,,
03/11/2025 13:38:43,Tình Nguyện Viên,,27,Đà Nẵng,"chăm sóc, y tế, sơ cứu",ban ngày,cộng đồng,,,,,,,
03/11/2025 13:38:57,Tình Nguyện Viên,,21,Quảng Nam,quản trị hệ thống,buổi tối,"công nghệ, đổi mới",,,,,,,
03/11/2025 13:39:16,Tình Nguyện Viên,,21,Quảng Nam,"sơ cứu, y tế",ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 13:39:32,Tình Nguyện Viên,,28,Đắk Lắk,"chăm sóc, y tế, sơ cứu",ban ngày,cộng đồng,,,,,,,
03/11/2025 13:39:48,Tình Nguyện Viên,,24,Hà Nội,"làm vườn, trồng cây, kỹ thuật nông nghiệp",cuối tuần,thiện nguyện,,,,,,,
03/11/2025 13:40:01,Tình Nguyện Viên,,28,Bắc Giang,thiết kế,cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 13:40:41,Tình Nguyện Viên,,28,Quảng Nam,viết nội dung,cuối tuần,truyền thông,,,,,,,
03/11/2025 13:40:58,Tình Nguyện Viên,,24,Huế,"MC, marketing",cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 13:41:13,Tình Nguyện Viên,,22,Trà Vinh,hỗ trợ bệnh nhân,ban ngày,cộng đồng,,,,,,,
03/11/2025 13:41:31,Tình Nguyện Viên,,20,Thanh Hóa,"MC, tổ chức sự kiện",cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 13:41:45,Tình Nguyện Viên,,20,Sóc Trăng,"ngoại ngữ, giao tiếp, tổ chức tour",cuối tuần,văn hóa,,,,,,,
03/11/2025 13:42:01,Tình Nguyện Viên,,22,Quảng Nam,"marketing, tổ chức sự kiện",cuối tuần,cộng đồng,,,,,,,
03/11/2025 13:42:18,Tình Nguyện Viên,,23,Khánh Hòa,quay phim,cuối tuần,truyền thông,,,,,,,
03/11/2025 13:42:32,Tình Nguyện Viên,,26,Hải Phòng,"giao tiếp, hướng dẫn, ngoại ngữ",cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 13:43:21,Tình Nguyện Viên,,20,Đà Nẵng,"dạy học, hỗ trợ học sinh, giao tiếp",cuối tuần,"giáo dục, cộng đồng",,,,,,,
03/11/2025 13:43:47,Tình Nguyện Viên,,20,Quảng Nam,"tổ chức sự kiện, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 13:44:05,Tình Nguyện Viên,,23,Huế,"tổ chức tour, ngoại ngữ, hướng dẫn",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 13:44:20,Tình Nguyện Viên,,26,Thanh Hóa,"bảo tồn, kỹ thuật nông nghiệp",cuối tuần,"thiện nguyện, môi trường",,,,,,,
03/11/2025 13:44:36,Tình Nguyện Viên,,23,Gia Lai,"giao tiếp, ngoại ngữ, hướng dẫn",linh hoạt,du lịch,,,,,,,
03/11/2025 13:44:50,Tình Nguyện Viên,,26,Đồng Nai,"quản trị hệ thống, lập trình",buổi tối,công nghệ,,,,,,,
03/11/2025 13:45:04,Tình Nguyện Viên,,21,Bình Dương,"tổ chức tour, hướng dẫn",linh hoạt,văn hóa,,,,,,,
03/11/2025 13:45:20,Tình Nguyện Viên,,25,Đồng Nai,"kế toán, phân tích tài chính, bán hàng",ban ngày,lãnh đạo,,,,,,,
03/11/2025 13:45:38,Tình Nguyện Viên,,29,An Giang,ngoại ngữ,cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 13:45:54,Tình Nguyện Viên,,32,Cần Thơ,tổ chức tour,linh hoạt,văn hóa,,,,,,,
03/11/2025 13:46:07,Tình Nguyện Viên,,19,Kiên Giang,"kỹ thuật nông nghiệp, bảo tồn",cuối tuần,môi trường,,,,,,,
03/11/2025 13:46:47,Tình Nguyện Viên,,30,Bình Định,ngoại ngữ,cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 13:47:07,Tình Nguyện Viên,,22,Bình Dương,"trồng cây, bảo tồn, làm vườn",cuối tuần,môi trường,,,,,,,
03/11/2025 13:47:25,Tình Nguyện Viên,,35,An Giang,"phân tích dữ liệu, lập trình",online,"công nghệ, khoa học",,,,,,,
03/11/2025 13:47:57,Tình Nguyện Viên,,23,Hà Nội,"thiết kế, chụp ảnh, quay phim",linh hoạt,truyền thông,,,,,,,
03/11/2025 13:48:14,Tình Nguyện Viên,,37,Gia Lai,"viết nội dung, chụp ảnh",cuối tuần,nghệ thuật,,,,,,,
03/11/2025 13:48:34,Tình Nguyện Viên,,32,Đắk Lắk,"dạy học, tổ chức lớp học, hỗ trợ học sinh",cuối tuần,"giáo dục, cộng đồng",,,,,,,
03/11/2025 13:48:50,Tình Nguyện Viên,,24,Quảng Ninh,sơ cứu,ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 13:49:05,Tình Nguyện Viên,,28,Bình Định,"bảo tồn, trồng cây, kỹ thuật nông nghiệp",cuối tuần,"môi trường, thiện nguyện",,,,,,,
03/11/2025 13:49:24,Tình Nguyện Viên,,38,Gia Lai,hướng dẫn,cuối tuần,văn hóa,,,,,,,
03/11/2025 13:49:39,Tình Nguyện Viên,,31,Quảng Ninh,quay phim,linh hoạt,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 13:49:56,Tình Nguyện Viên,,30,Phú Yên,thiết kế,linh hoạt,nghệ thuật,,,,,,,
03/11/2025 13:50:19,Tình Nguyện Viên,,33,TP. Hồ Chí Minh,"y tế, hỗ trợ bệnh nhân",ban ngày,"cộng đồng, sức khỏe",,,,,,,
03/11/2025 13:50:34,Tình Nguyện Viên,,25,TP. Hồ Chí Minh,"marketing, MC, viết nội dung",cuối tuần,truyền thông,,,,,,,
03/11/2025 13:50:49,Tình Nguyện Viên,,28,Sóc Trăng,"ngoại ngữ, tổ chức tour",linh hoạt,văn hóa,,,,,,,
03/11/2025 13:51:03,Tình Nguyện Viên,,38,Bình Dương,kế toán,ban ngày,lãnh đạo,,,,,,,
03/11/2025 13:51:17,Tình Nguyện Viên,,36,Khánh Hòa,"quay phim, viết nội dung, thiết kế",linh hoạt,truyền thông,,,,,,,
